username,nickname,signature,followers,following,likes,videos_count,is_verified,privateAccount
ksu_gossip_club,KISII UNIVERSITY GOSSIP CLUB,"We give all the mushene in campus and campus area,
We are here for every comrade",18700,1,169100,147,False,False
universityexplorersclub,University Explorers' Club,🌍 University Explorers' Club |Explore 🧭 |Adventure 🌄 | Friends 🤝 | Fun 🎒 |,84,0,423,3,False,False
savannahuniversityclub,SAVANNAH UNIVERSITY CLUB,4K🙏✅,3142,49,58100,120,False,False
unibeautyclub2025,University Club,Clean beauty & wellness products. Shop safe. Feel radiant,1053,356,111,1,False,False
hcrc1872,Hilton College Rugby Club,"Account dedicated to celebrating Hilton College Rugby past, present and future.",7740,0,243800,207,False,False
rac.sti.college,Club of STI College,Rotaract Club of STI College Pasay - EDSA,5,0,0,0,False,False
eclub_business_college,eClub,"👇 Hotline👇
 0755 621 621
👇 officel website 👇",10900,0,52100,336,False,False
brasenoseboatclub,Brasenose College Boat Club,"On the water since 1815
⚫️🟡🟣🔴",1759,110,94700,83,False,False
college_clubs,College Clubs🔵⚪️🔵⚪️🥶🥶,"BigT Quinno Sandsy wee J Cfarrell wally mallet Mohan Rooney danny 
Ireland🇮🇪",56,26,163,6,False,False
collegedealclub,College Deal Club,CollegeDealsClub.com,751,7,88200,6,False,False
collegeclub,College Club,"Clothing Reseller🧾
https://depop.com/collegeclub",10,1,1,0,False,False
workersclubcollege,Workersclubcollege,Finding the best jobs for students & recent grads w/ Bandana.com,967,3,36900,18,False,False
keblecollegebc,Keble College Boat Club,"Big watts, good vibes 🚣‍♂️🚣‍♀️
Keble College Boat Club, Oxford",736,150,20000,36,False,False
ithacaclubswim,Ithaca College Club Swim Team,"The official TikTok account of the IC Narwhals! 🦄🐋
Follow our Instagram!",214,29,5768,73,False,False
campusorganizationfc522,campusorganizationfc522,,2,0,0,0,False,False
campus.student.or,campus student organization,NON POLITICAL ORGANIZATION,20,1,79,7,False,False
campus_899,Monlitar,ช่องจริงค้าบ💖😚,18200,41,145000,239,False,False
organization.12,ORGANIZATION,"• ASMR
• ORGANIZATION 
• CANDY",14000,5,108200,529,False,False
campuspainter,Campus,"YouTube: Campus painter 
ขอบคุณทุกๆคนที่ติดตาม",348900,514,4300000,1047,False,False
campus.univers.cascades,Campus Univers Cascades,"🇫🇷 Campus Univers Cascades
👊 La vie de cascadeur✌
🎬 Welcome to our world ⚠️",870700,109,10800000,149,False,False
legoncampus,Campus,Let's grow together as one family 💗💗#no spam like guys,9503,9645,13800,151,False,False
_.organization._0,organization,#organisasi santri 2024/2025#,110,28,1065,16,False,False
organization.99,organization,pejuang followers,23,3,184,11,False,False
campus2160,campus,campus,3705,596,21200,20,False,False
tmscouncil,Temasek Student Council,"We Dream, We Plan, We Make Things Happen 🤍",157,4,270,4,False,False
pirogov_students,Pirogov RNIMU Student Council,Яркие моменты студенческой жизни обучающихся РНИМУ им. Н.И. Пирогова⚕,73900,12,5300000,295,False,False
iteccstudentcouncil,iteccstudentcouncil,"ITE CC Student Council Official Account
Follow our IG🔝

SERVE I LEAD I INSPIRE",173,6,2721,41,False,False
acnsc1967,ACN Student Council official,"สภานักเรียนโรงเรียนอัสสัมชัญนครราชสีมา
ACNSC TIKTOK OFFICIAL",5807,1,239300,126,False,False
studentcouncil_b.a,Student Council B.A,"Independent Federal Investigation Club 
S.C.H.A.L.E",15400,8,1000000,496,False,False
rpstudentcouncil,Republic Poly Student Council,For Students. By Students. With Students.,876,44,8230,104,False,False
punjabcouncil,Punjab Students Council,"بھلے گھر نوں مڑدے پئے نیں
ویکھ پنجابی جڑدے پئے نے",16800,5,478900,398,False,False
penrhosstudentcouncil,Penrhos Student Council,"Penrhos College ‘25 Student Council bringing you the highlights!
1 mil in sight!",9368,3,1100000,173,False,False
slhstuco,South Lenoir Student Council,HOME OF THE BLUE DEVILS💙,19600,0,156400,24,False,False
cedricksblanco,Cedricks Blanco,IG: cedricksblanco,1200000,10,25700000,5036,True,False
citysa.glasgow,Students' Association,"City of Glasgow College Students' Association

https://www.citysa.co.uk/",1298,84,11600,197,False,False
msa.clayton,Monash Student Association,"🍊By students, for students. MSA at Monash Uni Clayton (Bunurong Country)",2181,64,199000,410,False,False
user92347296528828,student association,don't be abusing some one 🥰😍,967,88,4,1,False,False
asaalmaahiraiibs,Al-Maahira Student Association,"🌟Official Account of ASA🌟
""Make it better with action, reach success together""",253,5,3269,20,False,False
ssaumn,Somali Student Association UMN,Promoting Awareness of Somali Culture at the University of Minnesota since 1998,14200,60,160300,44,False,False
xhosa.students.as,Xhosa Students Association UFS,XSA Yintlanganisela Yabafundi Be UFS abathetha ulwimi Lwe siXhosa💙❤️,44800,70,529000,377,False,False
cmisga24,Student Government Association,,2111,0,24100,30,False,False
unmstudentsassociation,Students’ Association,,30,0,62,4,False,False
utmtsa,UTM Tamil Student Association,University of Toronto Mississauga’s Tamil Students Association 🦅💙,682,28,15100,17,False,False
saa_itk,Student Automotive Association,"🔧 Bengkel SAA 🔧
📩 studentautomotiveassociation15@gmail.com",18900,1,368900,35,False,False
oc_students,Student group ✝️💗,We have a good time learning about Jesus!• Official student group TikTok,219,58,8701,42,False,False
studentgroupclaim,Student Group Claim,Helping UK uni students claim compensation for lockdown and strike disruptions!,1911,1,56900,17,False,False
student.action.group,Актион Студенты,"Лайфхаки для учебы 
Полезные курсы 
Стажировки и офферы

📌 ТГК: student_action",24600,1,403200,173,False,False
sagorkhans181,SAHADAT hossain STUDENT group,"100M 
  🌾🌾B.N.P🌾🌾
 lider student group Bangladesh
     Tiger group",69800,76,892100,179,False,False
student55group,一STUƊEŊT乡₇✓🥷🏼,"تاج دار ختم نبوت❤️❤️
                     زندہ باد💕

🦶🦶🦶
🇮🇱🇮🇱🇮🇱",2128,1,16400,49,False,False
studentgroup01,⌗ ៸:あ ‹ 𝕽✰𝖓𝖆 '🫧 | 0ӄ,"⌞⌗:0 ϝαɳ / 0 αɳƚι⌝ ꫂ❁
NİCK NAME İÇİN ""Nick name?? -veya- Fonts?""YAZIN 
𐦂𖨆𐀪𖠋",823,178,1055,24,False,False
group_of_students,group_of_students,hi,5,4,60,30,False,False
student_group_2nt,Student_Group_2nt8,"এটা আমাদের নতুন আইডি student group 2nt
প্লিজ সবাই সাপোর্ট করবেন",324,50,1031,34,False,False
studentsgroup,Students Group,,18,0,0,1,False,False
students_group,Students _Group,comillar chele,2148,1968,15700,131,False,False
tech_club_,Tech way,,21200,4,79000,105,False,False
techwear_club,Techwear_club,"🖤 | Sustainable Fashion 
🖤 | Undetectd - Streetwear
✈️ | Worldwide Shipping",20900,15,53700,58,False,False
thetechclub,TheTechClub.,"Men’s and Junior Activewear 🥷
Over 70,000 Customers #JoinTheClub",16600,0,25300,9,False,False
tech_founders_club,Tech Founders Club,The ultimate app for tech founders:,7110,41,77700,127,False,False
tech.club16,Tech club,,8,16,117,17,False,False
tech_club0,Tech_Club,,515,0,13900,403,False,False
bodytech_club,BodyTech_Club,"▪️МОТИВАЦИЯ | ВДОХНОВЕНИЕ▪️
Переходите на наш YouTube🐺",40400,27,880600,87,False,False
hometechclub,HomeTechClub,Australia's Affordable Container Homes,22500,1,158600,132,False,False
techclub484,Techclub,"Laptops &Accessories
Laptop Bags 
Headphones🎧
Laptop charger🔋🔌",2497,1,23300,395,False,False
gstech.club,GStech,"♦️ Visítanos en el canal de YT GStech ✌🏻
🛸 Ufología
🛰️ Tecnología
👀 Misterio",3234,15,13600,69,False,False
